Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沼泽石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沙漠石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质雪原石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质高原石头
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质森林圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质平原圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质高山圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质菌丝圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沼泽圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沙漠圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质雪原圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质高原圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质森林石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质平原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质高山石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质菌丝石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沼泽石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质沙漠石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质雪原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 变质高原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质森林石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质平原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质高山石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质菌丝石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质沼泽石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质沙漠石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质雪原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制变质高原石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 白色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 红色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 绿色葡萄牙路面
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰建材
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰墙砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡饰建材
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝块
chiselsandbits:block_bit:0, 雕刻碎屑 - 陨铁块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 月球土层
chiselsandbits:block_bit:0, 雕刻碎屑 - 月岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 月壤
chiselsandbits:block_bit:0, 雕刻碎屑 - 奶酪矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 月球地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 隐形红石线
chiselsandbits:block_bit:0, 雕刻碎屑 - 隐形红石中继器 南
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星表层岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星浅层岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 戴斯块
chiselsandbits:block_bit:0, 雕刻碎屑 - 火星圆石
chiselsandbits:block_bit:0, 雕刻碎屑 - 行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 亮行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 铁矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 暗行星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛块
chiselsandbits:block_bit:0, 雕刻碎屑 - 软质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 硬质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 金星火山岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 浮石
chiselsandbits:block_bit:0, 雕刻碎屑 - 红金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 橙金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 方铅矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 软质金星岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 金星火山岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铅块
chiselsandbits:block_bit:0, 雕刻碎屑 - 红金星地牢砖
chiselsandbits:block_bit:0, 雕刻碎屑 - Black Hole Teleporter
chiselsandbits:block_bit:0, 雕刻碎屑 - 致密构建方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锇方块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜方块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化黑曜石 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 木炭块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化荧石 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢方块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 基础箱柜 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 传送框架 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢质机壳 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 动态储罐 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 结构玻璃 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 动态阀门 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 热力蒸馏控制器 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 热力蒸馏阀门 东
chiselsandbits:block_bit:0, 雕刻碎屑 - 锇矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡矿石
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 光滑塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料荧光方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 强化塑料方块
chiselsandbits:block_bit:0, 雕刻碎屑 - §8黑色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §c红色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §2绿色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §6棕色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §1蓝色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §5紫色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §3青色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §7淡灰色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §8灰色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §d粉色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §a黄绿色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §e黄色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §9淡蓝色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §d品红色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §6橙色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - §f白色 塑料路
chiselsandbits:block_bit:0, 雕刻碎屑 - 盐块
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜管道方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢管道方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛管道方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钨钢管道方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜燃烧室
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢燃烧室
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛燃烧室
chiselsandbits:block_bit:0, 雕刻碎屑 - 钨钢燃烧室
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 耐火砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 隔热机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 防冻机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 脱氧钢机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 洁净不锈钢机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 加强钛机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 强化钨钢机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦炉砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜齿轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢齿轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛齿轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢涡轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛涡轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 不锈钢涡轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钨钢涡轮机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - ULV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - LV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - MV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - HV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - EV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - IV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - LuV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - ZPM机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - UV机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - MAX机器外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 青铜外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 砖砌青铜外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 钢外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 砖砌钢外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 引擎进气口机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 栅格机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 装配线外壳
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚变机械方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚变机械方块MK II
chiselsandbits:block_bit:0, 雕刻碎屑 - 白铜线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 坝塔尔合金线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍铬合金线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钨钢线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 高速钢-G线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅岩线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅岩合金线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 超导线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚变线圈方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄色路障方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄色路障方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 辐射危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 生化危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 爆炸危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 易燃危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 强酸危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 魔力危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 低温危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 噪声危险警示方块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹黑花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓黑花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制黑花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 红花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹红花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓红花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制红花岗岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹黑花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓黑花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制黑花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 红花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹红花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓红花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制红花岗岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制大理石
chiselsandbits:block_bit:0, 雕刻碎屑 - 大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制大理石砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 玄武岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹玄武岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓玄武岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制凿玄武岩
chiselsandbits:block_bit:0, 雕刻碎屑 - 玄武岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹玄武岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓玄武岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制玄武岩砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹浅色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓浅色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制浅色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 浅色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹轻浅色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓浅色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制浅色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 深色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹深色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓深色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制深色混凝土
chiselsandbits:block_bit:0, 雕刻碎屑 - 深色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 裂纹深色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 苔藓深色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 錾制深色混凝土砖
chiselsandbits:block_bit:0, 雕刻碎屑 - 橡胶木 东/西
chiselsandbits:block_bit:0, 雕刻碎屑 - 钼铅矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黄褐铁矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钇钡铜氧合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 赛特斯石英块
chiselsandbits:block_bit:0, 雕刻碎屑 - 石英岩块
chiselsandbits:block_bit:0, 雕刻碎屑 - 石墨块
chiselsandbits:block_bit:0, 雕刻碎屑 - 石墨烯块
chiselsandbits:block_bit:0, 雕刻碎屑 - 碧玉块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铱锇合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 珍珠岩块
chiselsandbits:block_bit:0, 雕刻碎屑 - 褐煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - 橄榄石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 猫眼石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 紫水晶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 末影珍珠块
chiselsandbits:block_bit:0, 雕刻碎屑 - 末影之眼块
chiselsandbits:block_bit:0, 雕刻碎屑 - 殷钢块
chiselsandbits:block_bit:0, 雕刻碎屑 - 坝塔尔合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 蓝金石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镁铝合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 菱镁矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 磁铁矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 辉钼矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镍铬合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 氮化铌块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铌钛合金块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑曜石块
chiselsandbits:block_bit:0, 雕刻碎屑 - 磷酸盐块
chiselsandbits:block_bit:0, 雕刻碎屑 - 生铁块
chiselsandbits:block_bit:0, 雕刻碎屑 - 聚乙烯块
chiselsandbits:block_bit:0, 雕刻碎屑 - 环氧树脂块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅橡胶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 下界之星块
chiselsandbits:block_bit:0, 雕刻碎屑 - 可可块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镱块
chiselsandbits:block_bit:0, 雕刻碎屑 - 耐火粘土块
chiselsandbits:block_bit:0, 雕刻碎屑 - 焦煤块
chiselsandbits:block_bit:0, 雕刻碎屑 - 黑铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 赤铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 斑铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 辉铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硫砷铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 砷黝铜矿块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硼硅玻璃块
chiselsandbits:block_bit:0, 雕刻碎屑 - 氢氧化钠块
chiselsandbits:block_bit:0, 雕刻碎屑 - 生石灰块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硫酸氢钠块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硅橡胶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铝块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镅块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锑块
chiselsandbits:block_bit:0, 雕刻碎屑 - 砷块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钡块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铍块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铋块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硼块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铯块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钙块
chiselsandbits:block_bit:0, 雕刻碎屑 - 碳块
chiselsandbits:block_bit:0, 雕刻碎屑 - 镉块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铈块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铬块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钴块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铜块
chiselsandbits:block_bit:0, 雕刻碎屑 - 银块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钠块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锶块
chiselsandbits:block_bit:0, 雕刻碎屑 - 硫块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钽块
chiselsandbits:block_bit:0, 雕刻碎屑 - 碲块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铽块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钍块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铥块
chiselsandbits:block_bit:0, 雕刻碎屑 - 锡块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钛块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钨块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀-238块
chiselsandbits:block_bit:0, 雕刻碎屑 - 铀-235块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钒块
chiselsandbits:block_bit:0, 雕刻碎屑 - 钇块
chiselsandbits:block_bit:0, 雕刻碎屑 - 玄武岩矿砂块
chiselsandbits:block_bit:0, 雕刻碎屑 - 花岗岩矿砂块
chiselsandbits:block_bit:0, 雕刻碎屑 - 石榴石砂块
